NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 775.896 1337006264.89587 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1997.62 3.3125 679936 679936 679936 775.896 1337006264.89587 1 679936 0 0 0 0 1 0 0 0 0 0 0 0 -1 3.11 0 0 0 0 0 0 0 
0 260 0.7 0 -1 260 -1 -1 0 -1 0 -1 0 0 0 -1 0 0 1 2.44786 0 0 1 0 0 0 1337005506.47247 1196.2 0 0 0 0.0015466 0 12 0.00221921 -10.5159 0 60 0 0 0 10.7857 10.2901 0.675422 0 0 0 0 0 0 0 0 -1 1 1 1 0.097375 -82 309.132 0.186438 -628 2 0.346061 -0.0081793 -0.00259081 -0.00347134 6 0.00381443 0 0 0.263589 2 -1 34 10 -258.109 0.303602 0 0 0 1023 2 0 4194300 0 0 0 -1 -1 -1 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 403456 0.185131 0 0 7 2.18166 4431.7015 -12316.0946 4431.7024 -12316.0878 4431.7017 -12316.087 -0.277507 11 1 0 0 0 0 69696969 69696969 0.7 14 14 37 5 40 12 -0.0501339 0.178214 0 0 0 0.000585288 4.39823 0 0 2 530 0 0 3412 0 0 0 99 0 0 0 0 0 1 0 0 1 0 0 4431.70170007772 0 2.46456 2.45824 0 57.0649 0 0 0 -12316.0870000004 403456 362496 0 0 1337006263 0 0 0 0 5.298 1337006268.7565 0.0346061 0 0 0.133852 91.4225 1 -0.0558505 0.188873 1 0 12128 1337005618.65988 2 362496 0 1 0 0.765928 2.13653e-10 1 1 0 2.76593 -11 0 -1 0 0 0 -1 -1 -1 -1 0 0 0 0 0 3 2 0 0.74206 643.621 3139 0.00885205 6.98996 0 0 22.3187 0 0 -0 3 0 0 -1 -0.002 10 0 0 64 -0.0501339 0.178214 4330 -12600 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 9.18774 1337006272.18774 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1997.62 3.3125 659456 659456 659456 9.18774 1337006272.18774 1 659456 0 0 0 0 1 0 0 0 0 0 0 0 -1 3.11 0 0 0 0 0 0 0 
1 260 0.7 0 -1 260 -1 -1 0 -1 0 -1 0 0 0 -1 1 1 1 2.44786 0 0 1 0 0 0 1337005506.47247 1196.2 0 0 0 0.00144171 0 12 0.00221921 -14.385 0 60 0 0 0 10.7201 10.1298 0.675422 0 0 0 0 1 0 0 0 -1 1 1 1 0.135375 -114 309.17 1.97511 -6653 3 0.428533 0.00112702 -0.00259081 0.00112702 1 0.00381443 0 0 0.428533 2 -1 34 10 -14.0847 0.843834 0 0 0 1023 2 0 4194300 0 0 0 -1 -1 -1 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 355328 0.935082 0 0 0 2.18166 4431.7015 -12316.0946 4431.7024 -12316.0878 4431.7022 -12316.0871 -0.277507 10 1 0 0 0 0 69696969 69696969 0.8 14 14 38 5 50 12 -0.428288 1.03342 0 0 0 -0.324495 3.97411 0 0 2 530 0 0 3412 0 0 0 99 0 0 0 0 0 1 0 0 1 0 0 4431.70220007772 0 2.46422 2.458 0 57.0597 0 0 0 -12316.0871000004 355328 325632 0 0 1337006263 0 0.00349066 0 0 71.157 1337006334.61588 0.0428533 0 0 0.133944 91.4225 1 -0.0575959 18.7945 1 1 12569 1337005618.65988 0 325632 0 1 0 1 1.86984e-10 1 1 0 3 -14 0 -1 0 0 0 -1 -1 -1 -1 0 0 0 0 0 3 2 0 0.74206 643.621 3140 0.0096945 7.47166 0 0 22.3138 0 0 -0 3 0 0 -1 -0.002 10 0 0 64 -0.428288 1.03342 4330 -12600 0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1 NaN 0.7 0 0 260 0 0 NaN 0 NaN 0 NaN NaN NaN NaN 1 1 1 NaN NaN NaN 1 NaN NaN NaN NaN 1196.2 NaN NaN NaN NaN NaN NaN NaN -14.2658 NaN NaN NaN NaN NaN NaN NaN 0.675422 NaN NaN NaN NaN 1 NaN NaN NaN NaN 1 NaN 1 0.138937 -117 309.174 2.05052 -6907 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN 34 NaN NaN NaN 9.93437 0.897009 NaN NaN NaN NaN 2 NaN 4194300 NaN NaN NaN NaN NaN -1 -1 0 0 -1 0 0 0 0 0 0 0 0 NaN 0 NaN NaN NaN NaN NaN NaN NaN 354304 0 0 0 7 2.18166 NaN NaN NaN NaN 4431.7022 -12316.0871 -0.277507 10 1 0 0 0 0 NaN NaN 0.8 14 14 38 5 55 12 -0.428288 1.03342 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN 1 NaN NaN NaN NaN NaN 4431.70220007772 NaN NaN NaN NaN 57.0592 NaN NaN NaN -12316.0871000004 354304 324608 NaN NaN NaN 0 NaN NaN NaN 83.741 1337006347.19836 NaN NaN NaN NaN NaN NaN NaN 4.23309 NaN NaN 12699 NaN NaN 324608 NaN 1 0 1 1.63643e-10 1 1 0 3 -12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00976161 NaN NaN 0 -67.84 NaN 0 -0 NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.428288 1.03342 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 87.9775 1337006350.97751 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0135662 0.010092 9.977 21.04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 700 4130 0.0124858 460 1863 153.912 695 797 9.0992 NaN 542 NaN NaN NaN NaN NaN NaN 87.9775 1337006350.97751 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
1 NaN 0.7 0 0 260 0 0 NaN 0 NaN 0 NaN NaN NaN NaN 1 1 1 2.44133 NaN NaN 1 NaN NaN NaN NaN 1196.2 NaN NaN NaN NaN NaN NaN NaN -14.1525 NaN NaN NaN NaN NaN NaN NaN 0.675422 NaN NaN NaN NaN 1 NaN NaN NaN NaN 1 NaN 1 0.141313 -119 309.176 2.16986 -7309 5 NaN NaN NaN NaN NaN NaN NaN NaN NaN 2 NaN NaN NaN 26.7698 0.93428 NaN NaN NaN 1022 NaN NaN 4194300 NaN NaN NaN NaN NaN -1 -1 0 0 -1 0 0 0 0 0 0 0 0 NaN 0 NaN NaN NaN NaN NaN NaN NaN NaN 0 0 0 7 2.18166 NaN NaN NaN NaN 4431.7022 -12316.0871 -0.277507 11 1 0 0 0 0 NaN NaN 0.7 14 14 39 5 0 12 -0.428288 1.03342 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 NaN 1 NaN NaN NaN NaN NaN 4431.70220007772 NaN NaN NaN NaN 57.0588 NaN NaN NaN -12316.0871000004 NaN NaN NaN NaN NaN 0 NaN NaN NaN 88.582 1337006352.04013 NaN NaN NaN NaN NaN 1 NaN 0.943573 NaN NaN 12751 NaN NaN NaN NaN 1 0 1 1.43216e-10 1 1 0 3 -12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00981711 NaN NaN 0 -67.8302 NaN 0 -0 NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.428288 1.03342 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 89.1518 1337006352.15179 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0237409 0.010086 9.977 21.04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 252 0 -3.19 0 0.2 35 1522.9 20.9 1337006349.3 0 0 0 0 0 -32768 -32768 0 -32768 -32768 0 -32768 -32768 -32768 -32768 -32768 -32768 0 700 4130 0.0124858 460 1880 155.354 695 799 9.1234 NaN 542 NaN NaN NaN NaN NaN NaN 89.1518 1337006352.15179 NaN NaN 372.8 32.15 7 31.73 NaN 210.01 0 72.1 0 92.06 20.6 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 90.2469 1337006353.24692 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0186536 0.010089 10.02 21.04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 700 4130 0.0124858 460 1896 156.71 695 797 9.0992 NaN 542 NaN NaN NaN NaN NaN NaN 90.2469 1337006353.24692 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 91.3651 1337006354.36505 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00678311 0.010104 9.999 21.04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 227.7 0.2 -3.3 0 0.4 35 1523.1 20.6 1337006351.4 0 2.1 0 0 0 -32768 -32768 0 -32768 -32768 0 -32768 -32768 -32768 -32768 -32768 -32768 0 700 4130 0.0124858 460 1907 157.643 695 797 9.0992 NaN 542 NaN NaN NaN NaN NaN NaN 91.3651 1337006354.36505 NaN NaN 373.07 32.15 7 31.73 NaN 210.04 0 72.1 0 92.07 20.6 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
